id,listing_type,street_address,city,state,zip_code,unit,floor,neighborhood,price,beds,baths,square_feet,placekey,description
1584427,10,20 Pine Street,NEW YORK,NY,10005,1915,\N,#Manhattan#Downtown#Financial District#,775000,1,1,703,226@627-wbz-td9,"A stunning studio residence exuding modern elegance and sophistication. This thoughtfully designed home, crafted by Armani Casa, offers a seamless blend of luxury and comfort. The interiors feature 3 oversized windows, soaring 10.5-foot ceilings, and ebony-stained hardwood flooring. With over 700 sqft loft studio / converted 1BR. Upon entering, you are greeted by an abundance of natural light streaming through three oversized windows, highlighting the ebony-stained hardwood flooring and soaring 10.5-foot ceilings. The kitchen is a culinary delight, featuring top-of-the-line Subzero and Miele appliances, perfect for creating culinary masterpieces. The luxurious stone bathroom is a sanctuary, complete with a recessed rain shower and a convenient in-unit washer/dryer.
<p>
20 Pine Street is a pinnacle of luxury living, offering an array of world-class amenities. Residents can indulge in the Turkish Hamman spa, 60-foot reflection pool, gym, steam room, library lounge, billiards room, roof deck, terrace, and golf simulation room. Unparalleled service is at your fingertips with a 24-hour doorman, house valet, dry cleaning service, and shoe repair.
<p>
Commuting is a breeze with the convenience of a private entrance for the 4/5/6 trains and near multiple subway lines, including 1/2/3, N/R/W/J/Z trains. Whether youre heading Uptown or across to Brooklyn, youll find seamless connectivity to all parts of the city. Indulge in the vibrant local scene, with an abundance of cafes, restaurants, and shops nearby. From the delectable offerings at Capital Grille, Trinity Place, Crown Shy to the perfect spots for your morning coffee at Conwell Coffee Hall and down the block is Whole Foods to get your kitchen stocked up. Experience the epitome of city living with panoramic views of Chase Plaza and a wealth of amenities at your doorstep.
<p>
Seller paying buyer's broker representation 3%
<p>
*Photos 1,3,4,6,7 are virtual staged"
1569564,10,252 Seventh Avenue,NEW YORK,NY,10001,10S,10,#Manhattan#Downtown#Chelsea#,1650000,1,1,955,22b@627-s8j-9xq,"Step into a meticulously designed mint condition 1 bed 1 bath condominium where sophistication meets convenience. Apartment 10S boasts soaring 10""8"" foot ceilings and 5 oversized double-paned windows offering a northern exposure with views overlooking the building's landscaped gardens.<br><br>The open layout seamlessly integrates the living, dining, and kitchen areas, creating an ideal setting for both relaxation and entertainment. The apartment features hardwood floors, an abundance of closet space, and an enormous chef's kitchen with bar seating. The king-size bedroom easily accommodates an additional seating area or home-office set-up.<br><br>Outfitted with Lutron light fixtures, central A/C through Climate Master PTAC units, and in-unit laundry closet.<br><br>The apartment trades with a deeded storage cage (Cage Number #10S).<br><br>The iconic Chelsea Mercantile pre-war building embraces the perfect blend of luxury and is notorious for its excellent service and very low monthly common charges and taxes. Indulge in the numerous amenities including a newly renovated lobby, 24-hour doorman, state of the art gym, bike storage, cold storage, and roof deck (currently undergoing renovation).<br><br>The building offers onsite 24 hour parking garage with direct building access, playroom, and a Whole Foods market. Wired for Verizon/Spectrum, residents can enjoy high-speed internet connectivity with additional benefits for Verizon cell plan subscribers. Pied-a-terre, subletting, guarantors, co-purchasing, and corporate ownership allowed. Pet-Friendly.<br><br>Ongoing capital assessment of $171.71 monthly and special assessment of $574.64 monthly through June 2025 for upgrading the elevators and renovations to the incredible city view roof deck.<br><br>With nearby access to public transportation (1, C, E. F, M, Path Train and crosstown Select bus service) and a plethora of local amenities, the best of Chelsea and the city are right at your doorstep. Enjoy the bustling energy of city life while still indulging in moments of tranquility amidst the picturesque streets and parks. Schedule your viewing today!"
1635474,10,350 West 42nd Street,NEW YORK,NY,10036,12C,\N,"#Manhattan#Midtown#Midtown West#Hell's Kitchen#,Hell's Kitchen",880000,1,1,670,227@627-wbv-fs5,"Discover this elegantly designed one-bedroom corner apartment on the 12th floor of the coveted Orion condominium. This move-in-ready gem offers almost 700 square feet of sophisticated interiors illuminated by floor-to-ceiling windows with north and west exposures that frame stunning city views.

Upon entering, you're greeted by a gracious foyer with a large closet. The home features gorgeous wood floors, crown moldings, automated shades, sleek lighting, and refined finishes throughout, enhancing the ambiance of this airy, light-filled residence. The generous open living/dining room, with its corner windows overlooking cityscapes, is perfect for lounging and entertaining.

The sunny, high-end kitchen is a chef's delight, equipped with top-grade materials and stainless steel appliances. The sizable bedroom offers a peaceful retreat with abundant closet space. The impeccably tiled bathroom exudes modern style, featuring a floating vanity, Toto toilet, and an oversized spa shower enclosed in glass.

luxury amenities, including:

Full-time doormen
Award-winning concierge services
Live-in superintendent
Valet and cold storage facilities
Package room
Maid and dry-cleaning services
Central laundry
Onsite parking garage
Residents also enjoy access to three full floors of amenities, including:

An 8,200 square foot fitness room by La Palestra
Lap pool
Sun decks
Steam and sauna rooms
Expansive lounge area with a screening room
Well-equipped business center
Children's playroom
Party/entertaining rooms
Conveniently located on West 42nd Street between 8th and 9th Avenues, The Orion is just minutes from fantastic shopping, dining, theater, and transportation options, with the A, C, E, D, 1, 2, 3, N, Q, R, S, and 7 subway lines nearby. The Orion is pet-friendly, investment-friendly, and pied-a-terre friendly, offering the ultimate in New York City living.

Contact us today to schedule a private tour of this spectacular home!"
1657448,10,20 West 64th Street,NEW YORK,NY,10023,18A,\N,"#Manhattan#Upper West Side#,Lincoln Square",995000,1,1,602,228@627-s4r-52k,"Iconic, full service, luxury One Lincoln Plaza Condominium. Spacious one bedroom condo unit with plenty closet spaces. Beautiful Parquet hardwood floor. Dishwasher (DW) in unit. 

Full amenities, including full time (24/7) doorman and concierge with beautiful, classic and high end decorated lobby, valet service, on-site parking, live-in super, bicycle room, etc. 

44th top floor roof has top of the building amenities including full sized swimming pool with retractable roof and sun deck, state-of-the-art health club with fully equipped gym, steam room, and sauna, and enormous roof deck with great, full open city view of Central Park and Hudson River. Also, another roof deck garden with huge sized, landscaped, and grassed !!! overlooking the beautiful full view of Lincoln Center.

Right next to Lincoln Center and Central Park, few blocks from Columbus Circle, Whole Food and Trader Joes. Great transportation with subway and bus nearby."
1600242,10,635 West 42nd Street,NEW YORK,NY,10036,43B,\N,"#Manhattan#Midtown#Midtown West#Hell's Kitchen#,Hell's Kitchen",1800000,2,2,1100,222@627-wbt-ndv,"Our Atelier Sales Office is showing 7 days a week. Call us today for an immediate appointment to see our newest availability. Also, feel free to walk in to the building anytime Monday-Friday 10am-630pm or Saturday and Sunday 12pm-3pm without an appointment.

The Atelier has become a Manhattan luxury landmark. We are steps away from the Hudson Rail Yards Mall and Hi Line Park. Many celebrities call Atelier their home. All of our units are one of a kind. Many units have breathtaking unobstructed double exposure city and river views from floor to ceiling windows.
The apartments feature stainless steel Bosch (dish washer, W/D, stove and microwave) and Sub Zero ( Fridge) appliances, white oak flooring , granite countertops in kitchen , marble bathrooms , washer/dryer in the unit , walk-in closets with white oak and glass pantries.


The building amenities - 24-hour concierge/valet, free daily breakfast, Complimentary fitness center, Ice skating rink, tennis court, basketball court, residents' multi-media lounge and billiards room on the 47th floor, valet services ( laundry and dry cleaning on site) , office center, movie theater , fully-landscaped terraces/sundeck , building-wide wireless Internet system for common areas , on-site storage available , bike storage , pet friendly , valet parking available , Large indoor and outdoor lap swimming pools (added cost) , sauna, free bicycle usage , BBQ Grill available , private dog run, kids playroom indoor/ outdoor kids playground and a free cross town shuttle bus.


Images are of our model unit's stock photos and are NOT actual photos. Square Footage is approximate along with common charges/ Taxes, actual amounts may vary."
1654984,20,250 West 50th Street,NEW YORK,NY,10019,36D,\N,#Manhattan#Midtown#Midtown West#,4562,1,1,686,224@627-s8r-85f,
1654983,20,250 West 50th Street,NEW YORK,NY,10019,19L,\N,#Manhattan#Midtown#Midtown West#,4893,1,1,683,224@627-s8r-85f,
1716428,20,63 WALL STREET,NEW YORK,NY,10005,905,9,#Manhattan#Downtown#Financial District#,5895,2,1,\N,222@627-wbz-syv,"Fantastic NO-FEE, two bedroom, one bath apartment conveniently located close to everything the Financial District has to offer. Boasting updated stainless steel appliances, custom cabinets, oversized windows and an italian marbled bathroom, this 9th floor gem won't last long. 
The 37 story building features a doorman, elevator, concierge, valet service, bike room, storage space, two-story fitness center, children's playroom, golf simulator, multiple outdoor spaces and a lot more! (Photo disclaimer: Pictures contain photos from similar units in the same building)."
1600369,10,123 Washington Street,NEW YORK,NY,10006,44G,\N,"#Manhattan#Downtown#Financial District#,Financial District",1250000,1,1,708,228@627-wbz-sdv,"The W Residence New York Downtown. David Rockwell designed Lobby. Apartment Features: Building Features: Courtyard, Roof deck, Terrace, Exercise room, Maid service, Laundry service, Cable TV ready, Health club"
1600320,10,75 Wall Street,NEW YORK,NY,10005,26J,\N,"#Manhattan#Downtown#Financial District#,Financial District",665000,0,1,445,229@627-wc2-3kf,"Most sought line loft style studio at 75 Wall beckons. Unit equips high end Liebherr appliance. Unit is facing a quite street, on suite washer/dryer.

The building showcases Luxurious amenities including - Full Concierge Service, Cinema Room, Gym, Yoga and Pilates Room, Resident Lounge with Billiards Table and Free Wi-Fi, Sky Lounge, Central laundry room, Maid service, Laundry service, Roof Deck with 360 degrees with stunning views of Brooklyn, Lady Liberty, and the rest of Manhattan!

Conveniently located to all major subway lines, tony restaurants and shops like Tiffany and Hermes, and brilliant food courts like Eataly, and Pier 11 at the South Street Seaport, this location has it all!"
1619251,20,214 East 25th Street,NEW YORK,NY,10010,EW,\N,"#Manhattan#Midtown#Midtown East#Kips Bay#,Kips Bay",5995,3,2,\N,22b@627-s8j-9xq,"Back on market for immediate occupancy!

Immaculate 3 Bed in Heart of Kips Bay, featuring:

Granite Counter-tops
Stainless Steel Appliances
Dishwasher
2 Full Baths
In-unit washer/dryer
Ample closet space
Exposed brick
High Ceilings

Pictures are representative of quality and type of renovation, not an indication of size or layout.

Inquire for a video/tour!

Scheduled open houses are by appointment only."
1584465,10,20 Pine Street,NEW YORK,NY,10005,2006,1,#Manhattan#Downtown#Financial District#,2250000,3,2,1807,226@627-wbz-td9,"<span>Welcome home to this meticulously renovated loft-like corner residence in the Financial District's premier condominium, the Collection. #2006 boasts a unique and coveted layout, with natural light that pours through its southern and western exposures. Enjoy views of the New York Stock Exchange and Federal Hall from the living/dining areas, and a convenient split floor plan which spans over 1,800 square feet. With soaring 10-foot ceilings, this Armani Casa designed home is truly a gem.</span><br><br><span>Upon entry, custom-built cabinets greet you in the foyer, alongside a spacious coat closet. Transitioning into the main living space, an impressive gallery hallway sets the stage for displaying large artworks or photographs. The open-concept kitchen is adorned with a custom LED-lit island offering ample storage, complemented by top-of-the-line appliances including Sub-Zero, Fisher & Paykel, and Meile.</span><br><br><span>The primary suite is generously proportioned, featuring a seating area, two walk-in closets, and an en-suite bath. Its spa-like bathroom showcases pristine stone, a tranquil recessed rain shower, and a spacious soaking tub. The second bathroom offers a large shower and concealed closet, maximizing storage space.</span><br><br><span>This residence is pre-wired for Bose/Sonos speakers, with lighting controlled by dimmers, windows wired for electric shades, and built-out closets for maximum efficiency. Remote control blackout shades adorn all bedrooms. A dedicated storage space is included with the residence.</span><br><br><span>The amenities at 20 Pine, The Collection by Armani Casa, are unparalleled, featuring a 24-hour doorman and concierge, an Armani-designed library lounge, a 25th-floor terrace lounge with a reflecting pool, fitness center, yoga studio, 60-foot lap pool, eucalyptus steam room, sauna, spa treatment rooms, billiards room, children's playroom, and golf simulation room. Additionally, enjoy in-house valet services for dry cleaning, alterations, and laundry, as well as private delivery to each residence via the package room. The building is pet-friendly! Another standout feature is the private subway entrance to the 4/5, 2/3, and J/Z trains accessible via the building's lower level.</span><br><br><span>Located in the heart of the Financial District, 20 Pine offers close proximity to South Street Seaport, World Trade Center, Battery Park, Fulton Center, and a new Whole Foods just a few blocks away.</span>"
1584244,10,252 Seventh Avenue,NEW YORK,NY,10001,5B,\N,#Manhattan#Downtown#Chelsea#,1750000,1,1,1162,22b@627-s8j-9xq,"A truly sizable 1-bedroom loft (conv. 2 possible) in the renowned Chelsea Mercantile. The expansive floor plan is ideal for entertaining and relaxed living. When entering, you are greeted by a formal entry foyer which leads you to a great room with plenty of space for several seating areas and an oversized dining table. There are 11 feet ceilings throughout, accented by oversized windows. There are serene and sunny exposures into the planted garden courtyard, giving you a sense of Zen that is needed in a NYC lifestyle.

The significantly large primary bedroom is positioned separately from the living area and includes a large custom-built walk-in closet. The mint-condition bathroom is a place of sanctuary and solitude. The stylish open kitchen is in excellent condition with stainless steel, chic black finishes, and offers plenty of cabinet and counter space for any skilled chef. 

Built in 1908, the 19-story pre-war (WWI) condominium at 252 Seventh Avenue in Chelsea is prime real estate for New Yorkers looking to turn the clock back on Manhattan's storied history. It embraces the perfect blend of luxury and is notorious for its excellent service and very low monthly common charges and taxes. There is a 24 hour door person and concierge service, a private parking garage located inside the building, a state-of-the-art fitness room, 10,000 square foot roof deck, and a children's playroom. 

Neighborhood Faves: Shukette (Middle Eastern Cuisine), Crumbl Dessert, Brooklyn Bagel, Seven Grams Caffe, Whole Foods. Variety Coffee Roasters, Caf Chelsea, Jacks Wife Frida, Plethora of West Chelsea Galleries, Chelsea Piers, and Madison Square Park.

Pied-a-terre, subletting, guarantors, co-purchasing, and corporate ownership are allowed. The condo is pet-friendly. Ongoing monthly capital assessment of $871 through June 2025 for upgrading the elevators and renovations to the incredible city view roof deck."
1684899,20,420 East 54th Street,NEW YORK,NY,10022,3209,\N,#Manhattan#Upper East Side#Sutton Place#,9259,2,2,1193,222@627-s8r-sqz,"Towering 39 stories in the exclusive Sutton Place neighborhood of Manhattan, NY, the Oriana is a 415-unit full-service apartment building and rewarding residents with awe-inspiring views of the East River and City skyline. With meticulous design from award winning Gachot Studio and a full suite of modern amenities, the Oriana is the rare opportunity to live a lifestyle without limits.

Additional Amenities
Sundeck, Laundry, BusinessCenter, Library, DoorAttendant, FitnessCenter, HighSpeed, OnSiteMaintenance, OnSiteManagement, PackageReceiving, Smokefree, Recycling, WirelessInternet, GamingStations, ConferenceRoom, PetWashingStation, MediaRoom"
1724055,20,50 West 34th Street,NEW YORK,NY,10001,8B1,8,#Manhattan#Midtown#Midtown South#,3450,0,1,0,222@627-s8k-2x5,"Now Leasing. In-Person and Virtual Tours Available. LARGE STUDIO WITH NEWLY RENOVATED APPLIANCESONE MONTH FREE ON A 12 MONTH LEASE. NET RENT ADVERTISEDNo Security Deposit for Qualified ApplicantsThe Guarantors Accepted; We will reimburse part of The Guarantor's fee for qualified applicantsHerald Towers is a million square foot residential gem in the heart of New York City's Herald Square. Soaring 25 stories high, the building houses 690 luxury rental homes. Residences feature luxurious new kitchens and bathrooms and include over-sized closets.Ideally located, Herald Towers is nestled where nearly all of New York's major subway lines converge and is only a couple of blocks away from the PATH Train, Penn Station, Port Authority and Grand Central.Brand New Amenities:- 24-Hour Doorman & Concierge- 25th Floor Sky Bridge Residents Lounge & Solarium- Billiards Room- Caf Bar- Library & Co-working space- Rooftop Terrace with Lounge Seating and Iconic Manhattan Skyline Views- Brand New State of the Art Fitness Center with Peloton Bikes- Complimentary Fitness Classes- Laundry Room & Service- In-House Dry Cleaning and Tailoring- Wifi Throughout Common AreasOCCUPIED UNIT: SHOWING BY APPOINTMENT ONLYOPEN HOUSE HOURS: Weekdays 10:00 AM- 5:00 PMPlease call the leasing department for further details. Walk-ins welcomed; no appointment needed!Leasing Department Hours:Monday Friday 10:00am to 6:00pm, Saturday 10:00am to 5:00pm, Sunday 11am - 4pm*Last tour 30 minutes before closing*Restrictions may apply. Inquire for more details."
1566068,20,420 EAST 54 STREET,NEW YORK,NY,10022,4 02,5,#Manhattan#Midtown#Midtown East#,3547,0,1,\N,222@627-s8r-sqz,"Stunning and spacious studio apartment available for rent in Sutton Place, Manhattan, boasts high-end amenities, including upscale appliances, modern finishes, concierge services, fitness facilities, and breathtaking views of the East River and Roosevelt Island.

Unit Amenities:
Walk-in Closet
Hardwood Floorings
In-unit Laundry
Walk-through Kitchen with Luxury Appliances and Finishes, Granite Countertops, Custom Made Cabinets
Marble Bathroom
Fabulous Views

Building Amenities Include:
Full-time Doorman and Concierge Services
Live-in Super
Fitness Center
Onsite Maintenance
Gorgeous Roof Deck / Sun Deck / BBQ Area
Library
Children's Playroom
Residence Lounge
Laundry Room
Package Room
Media Room
Bike Storage
Pets Allowed
Wireless Internet
Valet Parking
Elevator

Feel free to contact me for additional information and to schedule showings.
This is a ""No-Fee"" apartment and 1.5-months free on a 12-Month Lease. The net effective rent is advertised!"
1550514,10,350 West 42nd Street,NEW YORK,NY,10036,8G,8,#Manhattan#Midtown#Midtown West#Hudson Yards#,1385000,2,2,1070,227@627-wbv-fs5,"<p><span><strong></strong></span></p>-Luxuriously laid out and flooded with sunlight, the G-line at The Orion is a 2 bedroom/2 full bathroom luxury layout.<br><br>- Spread into a desirable 1070 sf with extra-large rooms and a 100% useable layout.<br><br>-Sun drenched with its South and East facing windows that drape the entirety of the apartment, including the kitchen and stretch from floor-to-ceiling.<br><br>- 9'ft ceilings, hardwood floors, ultra-quiet double paned windows, designer fixtures add an element of luxury and class.<br><br>-Both bedrooms are extra-large and easily accommodate a king sized bed, deep floor-to-ceiling closets and pin-drop quiet.<br><br>-The Orion is a full-service luxury condominium that offers 3 floors of amenities with spectacular views, concierge, maid service, on-site parking, movie theatre<br>and includes an 8200 sf fitness room, pool, sun decks, sauna, sprawling lounge areas and entertaining rooms.<br><br>- A central location to meet friends and transportation 1,2,3,7,A,C,E,N,R,Q,S trains.<br><br>- The Orion is an investment, pied-a-terre and pet friendly condo."
1453904,10,75 Wall Street,NEW YORK,NY,10005,26Q,26,#Manhattan#Downtown#Financial District#,718000,0,1,582,229@627-wc2-3kf,"Investor opportunity! Excellent tenant; lease exp 8/31/25. 24hrs notice to show. 582sf, 26Q boasts abundant light, 10 ' ceilings and an oversized window. The floors are cerused oak wood floors throughout. The hall takes you past a double closet, overhead storage, a W/D closet and your 4 fixture marble bath w/a soaking tub, great storage and a double sink. The hall opens to the L-shaped kitchen with seated island has impeccable lacquered cabinets and storage, a pantry, Caesarstone counters, full DW and top of the line appliances. There is central A/C. There is room for your Queen bed, sofa, coffee table and home office. The 9' window has a deep window seat. The condominium has beautifully redesigned the lobby and halls. 75 Wall Street defines a luxury lifestyle with an abundance of included amenities, services and offers plenty of lounge spaces with wifi. The condominium has a 24 hour concierge and doorman, refrigerated storage for fresh deliveries, Valet, housekeeping services and on-site building management and parking. The amenity spaces are plentiful. The all-glass indoor/outdoor roofdeck houses Club 75 Lounge and Terrace featuring a full kitchen with bar, an indoor/ outdoor fireplace, sunbathing deck with lounge chairs and tables for dining offering spectacular panoramic Manhattan and water views. A spacious furnished 18th floor lounge has billiards table, a gym and yoga with views, cardio room, childrens playroom and a catering kitchen for events. This 43-story condominium tower sits atop the Hyatt, the residences begin on the 18th floor, so family can visit and stay in the same building. Access all parts of Manhattan as 75 Wall St is near all forms of NYC public transportation and fast ferries to Brooklyn, NJ and beaches. Access to shopping, restaurants and events at Brookfield Place and The Oculus, South Street Seaport and more. Easy access by car to bridges and tunnels for quick travel out of Manhattan on your excursions!"
1585511,20,635 WEST 42 STREET,NEW YORK,NY,10036,11K,11,#Manhattan#Midtown#Midtown West#,4350,2,1,\N,222@627-wbt-ndv,"Beautiful 2 -bedroom condo apartment in a luxury budling featuring 2 swimming pools, private parking, rooftop terrace, gym, 24 hour concierge, etc."
1613603,10,450 West 17th Street,NEW YORK,NY,10011,1009,10,#Manhattan#Downtown#Chelsea#,1065000,0,1,531,225@627-wbn-b49,"Step into this bright, move-in ready, convertible 1 bedroom studio where contemporary elegance meets NYC convenience accompanied by an in-unit washer and dryer!<br><br>The sleek kitchen, complete with a breakfast bar and top-notch appliances, invites both casual dining and entertaining. Utilize the convertible 1 bedroom space to suit your needs, whether for relaxation or productivity and privacy. What truly sets this space apart is the flood of natural light through expansive windows, accentuating the airy layout and creating a sunny haven every day.<br><br>The Caledonia features a ton of amenities and resident perks which includes a discount for equinox membership, pet spa, valet services and much more!<br><br>Whether you are looking for a pied-a-terre or an upgraded studio, Dont let this opportunity pass by schedule a viewing today!<br><br>Photos are virtually staged"
1600085,10,15 William Street,NEW YORK,NY,10005,24B,\N,"#Manhattan#Downtown#Financial District#,Financial District",1270000,1,1,791,222@627-wbz-4n5,"Modern and sophisticated 1 bedroom/ 1 bathroom residence features 791 sq. ft. of gracious living space. Enjoy spectacular views of downtown New York's iconic skyline from the 8' 2"" double-glazed windows.The entry foyer flows to an open kitchen and into the living room allowing a great flow while entertaining. The open chef's kitchen boats custom design cabinetry and high-end appliances. The master bedroom suite offers stunning views, a larger walk-in closet and a smaller second closet. The master bath includes an oversized soaking tub and a separate rain shower. Residents of 15 William Street have access to an unparalleled set of amenities including 24-hour attended lobby, Penthouse Sly Lounge /Terrace, children's playroom, fitness center, yoga-Pilates studio, squash court, 50ft. lap pool, half basketball court, sauna and valet parking."
1566781,10,330 East 38th Street,NEW YORK,NY,10016,23G,23,#Manhattan#Midtown#Midtown East#Murray Hill#,1149000,1,1,725,222@627-s8f-8qf,"Renovated 1 Br 1 Bath, high floor apartment with city and East River views.<br>Large living room, Private balcony, new floors, Central AC, Round windows.<br>Built-in closet in living room, seven large closets, beautiful new floors an updated marble bathroom, <br><br>The Corinthian Condominium is a full service building with 24 hours concierge.<br>Amenities Includes: GYM, In door POOL, Jacuzzi, Sauna, Steam Room, Golf simulator, Outdoor deck, outdoor Running Track, Party Room, Kids Play room, Lounge , Conference Room.<br>Laundry Facility, Package room Parking garage.<br><br>The building located next to: Gristedes 2nd Ave/40th St, Fairway 2nd Ave/ 32st Street, Trader Joe 3rd Ave/32nd St,<br>UN United Nations, NYU hospital, <br>Public School on 36th street/1St Ave, <br>Ferry 3 blocks away, <br>Entrance to FDR and Midtown Tunnel.<br>Public playground St Vartan Park on 36st/1st Ave.<br>Subway: 6 train Park/34th Street, Grand central Lexington/34th Street."
1591715,20,635 West 42nd Street,NEW YORK,NY,10036,19A,\N,"#Manhattan#Midtown#Midtown West#Hell's Kitchen#,Hell's Kitchen",5500,2,1,0,222@627-wbt-ndv,"Our Atelier Rental Office is showing 7 days a week. Feel free to walk in to the building anytime Monday-Friday 10am-630pm or Saturday and Sunday 12pm-3pm without an appointment. 

Or call us today for an immediate appointment to see our newest availability. 

Units can come furnished or unfurnished for short or long term. 

Price of unit may vary with length of term and if unit is furnished. 

The Atelier has become a Manhattan luxury landmark. We are steps away from the Hudson Rail Yards Mall and Hi Line Park. Many celebrities call Atelier their home. All of our units are one of a kind. Many units have breathtaking unobstructed double exposure city and river views from floor to ceiling windows.

 The apartments feature stainless steel Bosch (dish washer, W/D, gas stove top and microwave) and Sub Zero ($20,000 Fridge) appliances, white oak flooring , granite countertops in kitchen , marble bathrooms , washer/dryer is in every unit , walk-in closets with white oak and glass pantries. 

The building amenities - 24-hour concierge/valet, free daily breakfast, Complimentary fitness center, Ice skating rink, tennis court, basketball court, residents' multi-media lounge and billiards room on the 47th floor, valet services ( laundry and dry cleaning on site) , office center, movie theatre , fully-landscaped terraces/sundeck , building-wide wireless Internet system for common areas , on-site storage available , bike storage , pet friendly , valet parking available , Large indoor and outdoor lap swimming pools (added cost) , sauna, free bicycle usage , BBQ Grill available , private dog run, kids playroom indoor/ outdoor kids playground and a free cross town shuttle bus.. 


NYC law requires 30 day min, inquires for anything less will not be responded to. PRICE IS FOR ONE YEAR . FLX 2 BED. Due to Covid we may not be able to show exact unit."
1621041,10,252 South Street,NEW YORK,NY,10002,25K,25,#Manhattan#Downtown#Little Italy#,1265000,1,1,695,224@627-wc9-nt9,"<div><p>BEST VALUE 1-bedroom for sale in the building. Residence 25K is a spacious 1 bedroom 1 bathroom with an open, gourmet custom kitchen and breakfast bar. This spacious residence faces North/East with direct, unobstructed Empire State Building views, panoramic city and water views throughout.</p><p>Enter into a spacious living space with 5"" wide stained oak flooring, high ceilings and wall to wall windows. The chefs kitchen features delectably chosen custom wood and glass cabinetry, stainless steel mosaic backsplash, premium Miele appliance package, and a stone bar top. The bathroom features Wetstyle soaking bathtub, custom vanity and wood cabinetry throughout, and Dornbracht polished chrome fittings ad accessories.</p><p>Enjoy luxury white glove lifestyle living at One Manhattan Square, designed by award-winning designer Meyer davis. Residents of One Manhattan Square will have over 100,000 square feet of resort-like amenities designed by Meyer Davis Studio spanning across four floors with rest, relaxation and entertainment in mind.</p><p>The Club Level features:<br>-Luxurious spa centered around a tranquil courtyard<br>-Hamam with cold plunge pool<br>-75' swimming pool<br>-Children's wading pool<br>-Treatment rooms<br>-Hot tub<br>-Sauna<br>-Full basketball court<br>-Two-lane bowling alley<br>-Squash court<br>-Golf simulator<br>- 70 person movie theater and performance space<br>-Cellar bar and lounge<br>-Wine tasting room<br>-Cigar room<br>-Pet spa<br>-Laundry and alterations site</p><p>The Ground Floor features:<br>- 24-hour doorman and concierge<br>-Grand double-height lobby with two seating areas and fire places<br>-Private motor court<br>-Package delivery and refrigerated storage<br>-Dry cleaning valet<br>-Complimentary bicycle storage</p><p>The Third Floor Garden Level features:<br>-Culinary lounge and demonstration kitchen<br>-Business center<br>-Teen game room and indoor childrens playroom.</p><p>The design surrounding One Manhattan Squares 45,000 square foot oasis with lush gardens is by the celebrated design firm West 8 landscape architects, known for their work at The Hills at Governors Island and Miamis Soundscape Gardens.</p><p>Outdoor amenities feature sumac meander, pike slip courtyard, birch garden, children's playground, social courtyards, relaxation lawns, fire pits, outdoor kitchen and dining, herb garden, adult tree house, tea pavilion, outdoor ping-pong, putting green, stargazing observatory, and a 93' covered dog run. Finally, the Fitness Level features state-of-the-art weight room, cardio room, four fitness studios, cardio, dance and yoga classes. It all thrives on the Lower East Side.</p><p>Dotted with fine dining restaurants, trailblazing bars, boutique shops and avant-garde galleries, there's no shortage of entertainment options in the area. The transforming neighborhood is buzzing with energy and is within proximity of a number of landmarks including the South Street Seaport, Manhattan Bridge and the East River Esplanade.</p><p>Some images are virtually staged.</p><div> </div></div>"
